SchoolID,School.Name,Region,Division,Modified.COC,TrackOffering,TrackOffering.Intended,Typology,SHS.Enrolment,ClassesOrganized,TeacherRequirement,JHSTeachers,SHSTeachers,English,Filipino,Science,Mathematics,Araling.Panlipunan,Agriculture,Biological.Sciences,NA,ECE,ESP,General.Ed,MAPEH,Physical.Sciences,SPED,TLE,SHS.Packages
302910,TAGUM SUR NHS,REGION VII,BOHOL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,337,10,15,25,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II)"
302949,NANGKA NATIONAL HIGH SCHOOL,REGION VII,CEBU,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,#N/A,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shielded Metal Arc Welding (NC I and NC II)
303035,PLACIDO L. SEÑOR NATIONAL HIGH SCHOOL,REGION VII,"CITY OF NAGA, CEBU",JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,202,7,11,47,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303037,MARIANO L. ESPERA JR. NATIONAL HIGH SCHOOL,REGION VII,DANAO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,266,9,14,35,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303044,LOOC NORTE NHS,REGION VII,CEBU,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,540,16,24,47,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303065,NAGA NATIONAL HIGH SCHOOL,REGION VII,"CITY OF NAGA, CEBU",JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1008,27,41,70,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shielded Metal Arc Welding (NC I and NC II)
303066,OCAÑA NATIONAL HIGH SCHOOL,REGION VII,CARCAR CITY,JHS with SHS,Academic,Acad and TechPro,Large,1085,30,45,97,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303069,BARTOLOME & MANUELA PAÃ±ARES MNHS,REGION VII,CEBU,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,682,20,30,63,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Attractions and Theme Parks (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Housekeeping (NC II), Local Guiding Services (NC II)"
303113,TALISAY CITY NATIONAL HIGH SCHOOL,REGION VII,TALISAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2099,55,83,153,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Computer Systems Servicing (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Front Office Services (NC II)"
303128,ABELLANA NHS (DAY & NIGHT),REGION VII,CEBU CITY,JHS with SHS,"Acad, TechVoc and Sports",Acad and TechPro,Very Large,1154,32,48,188,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbering (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Hairdressing (NC II)"
303150,"DON SERGIO OSMEÂ¤A, SR. MEMORIAL HS (DAY & NIGHT)",REGION VII,CEBU CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,586,16,24,80,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303151,MABOLO NATIONAL HIGH SCHOOL,REGION VII,CEBU CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1162,31,47,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
303161,RAMON DUTERTE MEMORIAL NHS (DAY & NIGHT),REGION VII,CEBU CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1051,27,41,160,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303167,JUNOB NATIONAL HIGH SCHOOL,REGION VII,DUMAGUETE CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,850,23,35,68,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural Crops Production (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303168,DUMAGUETE CITY NATIONAL HIGH SCHOOL,REGION VII,DUMAGUETE CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1304,35,53,87,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Housekeeping (NC II), Shielded Metal Arc Welding (NC I and NC II)"
303199,MANDAUE CITY COMPREHENSIVE NHS,REGION VII,MANDAUE CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2136,56,84,150,70,15,4,7,10,3,0,6,0,0,1,1,4,0,0,9,"Animation (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Tailoring (NC II), Technical Drafting (NC II), Wellness Massage (NC II)"
303236,JOSE MARIE LOCSIN MHS (MAYABON HS),REGION VII,NEGROS ORIENTAL,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,280,9,14,25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bartending (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Housekeeping (NC II), Local Guiding Services (NC II)"
303273,STA. AGUEDA NATIONAL HIGH SCHOOL,REGION VII,TANJAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,551,16,24,50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303297,ENRIQUE VILLANUEVA NATIONAL HIGH SCHOOL,REGION VII,SIQUIJOR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,213,8,12,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303306,DEPED-LAZI NATIONAL AGRICULTURAL SCHOOL,REGION VII,SIQUIJOR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,443,12,18,37,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural Crops Production (NC II), Artificial Insemination- Swine (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC II), Tailoring (NC II)"
303307,AWIHAO  NATIONAL HIGH SCHOOL,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,427,13,20,40,16,7,3,1,3,1,0,3,0,0,0,0,2,0,0,7,"Bread and Pastry Production (NC II), Housekeeping (NC II), Shielded Metal Arc Welding (NC II)"
303308,BATO NHS,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,666,18,27,67,21,5,3,1,5,4,0,0,0,0,0,0,2,0,0,2,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
303309,CANTABACO NHS,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,247,8,12,27,10,4,2,0,3,2,0,0,0,0,0,0,0,1,0,0,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Wellness Massage (NC II)"
303310,DON ANDRES SORIANO NHS,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1072,29,44,117,35,5,4,3,5,5,0,0,0,0,0,0,2,1,0,13,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303311,GENERAL CLIMACO NHS,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,334,9,14,42,16,6,4,2,5,2,0,0,0,0,0,0,2,0,0,7,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303316,TOLEDO NATIONAL VOCATIONAL SCHOOL,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,426,12,18,70,26,10,2,7,8,1,0,0,0,0,0,0,3,0,0,10,"Automotive Servicing (NC I), Bartending (NC II), Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Tailoring (NC II)"
303317,BUNGA NHS,REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,90,5,8,13,9,2,2,2,3,2,0,0,0,0,1,0,1,0,0,3,"Bread and Pastry Production (NC II), Cookery (NC II), Dressmaking (NC II), Food and Beverage Services (NC II), Housekeeping (NC II), Tailoring (NC II)"
303318,LURAY II NATIONAL HIGH SCHOOL (DAY & NIGHT)),REGION VII,TOLEDO CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,749,20,30,145,27,10,3,4,6,7,0,1,0,0,1,0,3,0,0,8,"Beauty/ Nail Care (NC II), Caregiving (NC II), Cookery (NC II), Wellness Massage (NC II)"
303322,CABUCGAYAN NATIONAL SCHOOL OF ARTS AND TRADE,REGION VIII,BILIRAN,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,527,15,23,52,25,3,2,1,4,6,0,1,0,0,0,0,4,1,0,5,"Bread and Pastry Production (NC II), Cookery (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Tailoring (NC II)"
303328,CAIBIRAN NATIONAL HIGH SCHOOL,REGION VIII,BILIRAN,JHS with SHS,Academic,Acad and TechPro,Large,784,21,32,67,27,4,2,2,4,6,0,2,0,0,1,0,3,0,0,1,NA
303331,NAVAL SCHOOL OF FISHERIES,REGION VIII,BILIRAN,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,831,23,35,78,36,6,3,3,5,5,2,2,0,0,1,0,0,0,0,5,"Aquaculture (NC II), Food (Fish) Processing (NC II)"
303349,BITANHUAN NATIONAL HIGH SCHOOL,REGION VIII,BAYBAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,91,4,6,13,3,2,0,0,1,3,0,0,0,0,0,0,1,0,0,1,Electrical Installation and Maintenance (NC II)
303360,CARIDAD NATIONAL HIGH SCHOOL,REGION VIII,BAYBAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,240,8,12,20,9,2,0,2,1,1,0,1,0,0,0,0,1,0,0,0,"Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
303374,HILONGOS NATIONAL VOCATIONAL SCHOOL,REGION VIII,LEYTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1829,47,71,102,66,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11,"Automotive Servicing (NC I), Bread and Pastry Production (NC II), Cookery (NC II), Dressmaking (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II), Tailoring (NC II)"
303388,TANAUAN SCHOOL OF CRAFTSMANSHIP & HOME INDUSTRIES (LIT TANAUAN),REGION VIII,LEYTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,695,19,29,57,24,4,1,2,3,6,1,1,0,0,0,0,1,4,0,6,"Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II)"
303400,MAKINHAS NATIONAL HIGH SCHOOL,REGION VIII,BAYBAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Small,78,4,6,10,4,3,0,0,2,1,0,0,0,0,0,0,2,0,0,2,Electrical Installation and Maintenance (NC II)
303492,VILLA JACINTA NATIONAL VOCATIONAL HIGH SCHOOL,REGION VIII,SOUTHERN LEYTE,JHS with SHS,TechVoc,Acad and TechPro,Medium,264,8,12,23,12,3,1,0,2,11,0,2,0,0,0,0,0,0,0,3,"Automotive Servicing (NC I), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II)"
303500,EASTERN SAMAR NATIONAL COMPREHENSIVE HIGH SCHOOL,REGION VIII,BORONGAN CITY,JHS with SHS,Acad and TechVoc,Academic,Very Large,2010,52,78,112,80,9,4,5,7,11,0,7,0,0,2,0,4,0,0,4,"Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Front Office Services (NC II), Local Guiding Services (NC II), Tourism Promotion Services (NC II), Travel Services (NC II)"
303501,GEN. MACARTHUR NATIONAL AGRICULTURAL SCHOOL,REGION VIII,EASTERN SAMAR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,526,15,23,32,17,3,1,0,2,3,1,1,1,0,1,0,1,1,0,2,"Agricultural Crops Production (NC I), Artificial Insemination- Swine (NC II), Food (Fish) Processing (NC II), Organic Agriculture (NC II)"
303502,GIPORLOS NATIONAL TRADE SCHOOL,REGION VIII,EASTERN SAMAR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,502,16,24,42,16,3,1,1,1,5,0,3,0,0,0,1,1,0,0,1,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II), Masonry (NC II), Shielded Metal Arc Welding (NC II)"
303535,BOBON SCHOOL FOR PHILIPPINE CRAFTSMEN,REGION VIII,NORTHERN SAMAR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,504,14,21,53,23,2,1,1,2,2,1,1,0,0,1,1,0,1,0,8,"Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II)"
303569,PAMBUJAN NHS,REGION VIII,NORTHERN SAMAR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1132,30,45,98,50,8,4,4,4,11,0,0,0,0,0,0,0,1,0,5,Computer Systems Servicing (NC II)
303597,CALBIGA NATIONAL HIGH SCHOOL,REGION VIII,SAMAR (WESTERN SAMAR),JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1115,30,45,77,34,2,4,0,8,12,0,5,0,0,0,0,5,5,0,6,"Attractions and Theme Parks (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Handicraft- Fashion Accessories Paper Craft, Local Guiding Services (NC II), Tourism Promotion Services (NC II), Travel Services (NC II)"
303606,HINABANGAN NATIONAL HIGH SCHOOL,REGION VIII,SAMAR (WESTERN SAMAR),JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,369,11,17,38,15,3,1,0,4,2,1,1,0,0,0,0,3,0,0,4,NA
303620,SAMAR NATIONAL SCHOOL,REGION VIII,CATBALOGAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2050,54,81,162,56,10,6,0,6,4,0,1,2,0,0,0,2,6,0,5,NA
303621,GUINSORONGAN NHS,REGION VIII,CATBALOGAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,377,12,18,28,22,6,3,0,3,0,0,0,0,0,0,0,1,4,0,4,NA
303649,RAFAEL LENTEJAS MEMORIAL SCHOOL OF FISHERIES,REGION VIII,CALBAYOG CITY,JHS with SHS,TechVoc,Acad and TechPro,Large,280,8,12,42,11,1,0,0,0,7,0,0,0,0,1,0,0,0,0,2,"Bread and Pastry Production (NC II), Cookery (NC II), Food (Fish) Processing (NC II), Food and Beverage Services (NC II)"
303655,IPIL NATIONAL HIGH SCHOOL,REGION VIII,ORMOC CITY,JHS with SHS,Academic,Acad and TechPro,Large,469,13,20,70,19,2,2,4,3,4,1,1,0,0,0,0,4,1,0,2,NA
303656,LINAO NATIONAL HIGH SCHOOL,REGION VIII,ORMOC CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,377,12,18,45,15,4,1,2,4,2,0,1,0,0,0,0,1,0,0,1,NA
303663,LEYTE NATIONAL HIGH SCHOOL,REGION VIII,TACLOBAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Extremely Large,3720,94,141,225,162,25,16,16,21,30,1,3,0,0,2,0,2,7,0,9,NA
303706,LILOY NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1132,31,47,102,26,7,1,2,5,3,1,0,0,0,0,0,0,0,0,6,"Agricultural Crops Production (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
303710,ANECITO A. SAGARIO NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,854,24,36,65,24,6,1,2,5,8,0,0,0,0,0,0,1,1,0,10,"Bread and Pastry Production (NC II), Cookery (NC II), Electrical Installation and Maintenance (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC II)"
303716,POLANCO NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,984,27,41,77,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shielded Metal Arc Welding (NC I and NC II)
303728,SERGIO OSMEÑA NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,"Acad, TechVoc and Arts",Academic,Large,586,17,26,55,22,1,0,0,1,1,0,0,0,0,0,0,1,0,0,12,NA
303737,SIBUTAD NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,469,13,20,37,13,2,2,1,1,4,0,0,0,0,1,0,0,0,0,1,"Animation (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303750,UBAY NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL NORTE,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,414,13,20,30,25,3,1,3,3,19,2,1,0,0,0,0,0,1,0,3,"Bread and Pastry Production (NC II), Cookery (NC II), Housekeeping (NC II)"
303753,ANTONIO NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,201,8,12,27,10,1,1,0,1,1,2,1,0,0,0,0,0,0,0,3,Agricultural Crops Production (NC I)
303754,BAGANIAN NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,186,6,9,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Handicraft- Basketry Macrame
303757,BAYOG NATIONAL TECHNICAL VOCATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,973,26,39,68,23,7,2,4,1,2,0,0,0,0,0,0,0,0,0,2,"Bread and Pastry Production (NC II), Cookery (NC II), Dressmaking (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Handicraft- Basketry Macrame, Tailoring (NC II)"
303764,LAUREANO SALUSOD NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,509,14,21,28,11,2,2,1,2,0,0,0,0,0,0,0,1,1,0,3,"Beauty/ Nail Care (NC II), Hairdressing (NC II), Shielded Metal Arc Welding (NC II)"
303771,DINAS NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,336,10,15,28,12,2,2,0,1,2,0,2,0,0,0,0,0,1,0,3,"Barbering (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Dressmaking (NC II), Food and Beverage Services (NC II), Shielded Metal Arc Welding (NC I and NC II)"
303774,DUMALINAO NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,361,11,17,33,21,1,1,1,2,5,0,0,0,0,0,0,0,0,0,5,"Bread and Pastry Production (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
303782,KABATAN NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,526,15,23,35,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookery (NC II)
303788,LAPUYAN NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,577,17,26,47,20,5,2,1,0,2,1,0,0,0,2,0,0,1,0,1,"Computer Systems Servicing (NC II), Food and Beverage Services (NC II), Hairdressing (NC II), Handicraft- Needlecraft"
303797,MOLAVE VOCATIONAL TECHNICAL SCHOOL,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1637,43,65,127,58,3,5,2,10,17,0,5,0,0,0,0,2,0,0,10,"Animation (NC II), Barbering (NC II), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Cookery (NC II), Electronic Products Assembly and Servicing (NC II), Food and Beverage Services (NC II), Handicraft- Basketry Macrame, Handicraft- Fashion Accessories Paper Craft, Handicraft- Needlecraft, Shielded Metal Arc Welding (NC I and NC II), Technical Drafting (NC II)"
303803,MAHAYAG SCHOOL OF ARTS AND TRADE (MAHAYAG NHS),REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,557,15,23,62,19,2,2,3,2,2,0,1,0,0,0,0,1,0,0,4,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Hairdressing (NC II)"
303811,TUKURAN TECH. VOC'L. HS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,1204,32,48,95,42,7,1,2,3,7,0,6,0,0,3,0,0,1,0,10,NA
303817,SOMINOT NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,343,11,17,33,12,1,2,0,6,0,0,2,0,0,0,0,0,0,0,1,NA
303819,TAMBULIG NHS,REGION IX,ZAMBOANGA DEL SUR,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,567,16,24,65,42,5,2,0,4,12,0,2,1,0,0,0,0,1,0,3,"Computer Systems Servicing (NC II), Electrical Installation and Maintenance (NC II)"
303828,DIPLAHAN NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA SIBUGAY,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,963,27,41,57,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural Crops Production (NC I), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II), Housekeeping (NC II), Technical Drafting (NC II), Wellness Massage (NC II)"
303866,SURABAY NATIONAL HIGH SCHOOL,REGION IX,ZAMBOANGA SIBUGAY,JHS with SHS,"Acad, TechVoc and Arts",Acad and TechPro,Large,994,28,42,80,47,0,1,0,3,2,2,0,0,0,1,0,0,0,0,8,"Automotive Servicing (NC I), Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Food and Beverage Services (NC II), Housekeeping (NC II), Organic Agriculture (NC II), Shielded Metal Arc Welding (NC I and NC II)"
303884,SULANGON NHS,REGION IX,DAPITAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,343,11,17,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shielded Metal Arc Welding (NC I and NC II)
303893,ZAMBOANGA NORTE NHS,REGION IX,DIPOLOG CITY,JHS with SHS,All Tracks,Acad and TechPro,Large,1446,41,62,63,44,5,5,0,8,3,0,4,0,0,1,0,5,0,0,3,NA
303897,BEGANG NHS,REGION IX,ISABELA CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,362,11,17,35,15,4,1,3,4,3,2,0,0,0,2,0,0,0,0,0,NA
303906,PAGADIAN CITY NATIONAL COMPREHENSIVE HIGH SCHOOL,REGION IX,PAGADIAN CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Medium,121,4,6,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Food and Beverage Services (NC II)"
303910,ZAMBOANGA DEL SUR NHS,REGION IX,PAGADIAN CITY,JHS with SHS,All Tracks,Acad and TechPro,Very Large,1510,40,60,148,77,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,NA
303920,CULIANAN NHS,REGION IX,ZAMBOANGA CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,1361,36,54,122,29,7,3,9,5,1,0,3,0,0,0,0,1,1,0,6,"Beauty/ Nail Care (NC II), Bread and Pastry Production (NC II), Caregiving (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Dressmaking (NC II), Electrical Installation and Maintenance (NC II), Front Office Services (NC II), Housekeeping (NC II)"
303946,BANGCUD NATIONAL HIGH SCHOOL,REGION X,MALAYBALAY CITY,JHS with SHS,Acad and TechVoc,Acad and TechPro,Large,935,25,38,83,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shielded Metal Arc Welding (NC I and NC II)
303951,BUKIDNON NATIONAL SCHOOL OF HOME INDUSTRIES,REGION X,BUKIDNON,JHS with SHS,Acad and TechVoc,Acad and TechPro,Very Large,2559,66,99,183,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agricultural Crops Production (NC II), Animation (NC II), Bread and Pastry Production (NC II), Computer Systems Servicing (NC II), Cookery (NC II), Food and Beverage Services (NC II)"
